invoice_id,customer_id,customer_name,invoice_amount,payment_ids,settlement_ids,bank_transaction_ids,payment_amount,expected_settlement,actual_bank_amount,difference,status,root_cause,confidence,match_method,requires_review,explanation,recommended_action,evidence
INV028,C008,Cedar Healthcare Pvt Ltd,452500.00,PAY0028,SET0028,BNK0028,452500.00,452500.00,452500.00,0.00,RECONCILED,CLEAN,100.0,EXACT_ID,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV028"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0028""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0028"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0028""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0028"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0028""]}], ""root_cause"": {""actual_bank_amount"": ""452500.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""452500.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""452500.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""452500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV029,C009,Nimbus Learning Pvt Ltd,204000.00,PAY0029,SET0029,BNK0029,204000.00,204000.00,204000.00,0.00,EXPLAINED_EXCEPTION,SETTLEMENT_DELAY,100.0,EXACT_ID,False,"The settlement amount reconciles, but the corresponding bank credit arrived later than the expected settlement window.",Track this delay in cash-position forecasting and monitor provider settlement performance.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV029"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0029""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0029"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0029""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0029"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0029""]}], ""root_cause"": {""actual_bank_amount"": ""204000.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""204000.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""204000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""204000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00"", ""settlement_delay_days"": [6]}}"
INV030,C010,UrbanNest Interiors LLP,156000.00,PAY0030,SET0030,BNK0030,156000.00,156000.00,156000.00,0.00,RECONCILED,CLEAN,100.0,EXACT_ID,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV030"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0030""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0030"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0030""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0030"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0030""]}], ""root_cause"": {""actual_bank_amount"": ""156000.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""156000.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""156000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""156000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV031,C011,Silverline Manufacturing Pvt Ltd,107000.00,PAY0031,SET0031,BNK0031,107000.00,107000.00,107000.00,0.00,RECONCILED,CLEAN,100.0,EXACT_ID,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV031"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0031""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0031"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0031""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0031"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0031""]}], ""root_cause"": {""actual_bank_amount"": ""107000.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""107000.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""107000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""107000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV032,C012,Aster Mobility Pvt Ltd,386500.00,PAY0032,SET0032,BNK0032,386500.00,386500.00,386500.00,0.00,RECONCILED,CLEAN,100.0,EXACT_ID,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV032"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0032""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0032"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0032""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0032"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0032""]}], ""root_cause"": {""actual_bank_amount"": ""386500.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""386500.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""386500.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""386500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV033,C013,BrightGrid Energy Pvt Ltd,35500.00,PAY0033,SET0033,BNK0033,35500.00,0.00,0.00,0.00,EXPLAINED_EXCEPTION,CHARGEBACK,100.0,EXACT_ID,False,The settlement reduction is explained by an accepted customer chargeback.,Record the dispute impact and exclude the charged-back amount from expected receivables.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV033"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0033""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0033"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0033""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0033"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0033""]}], ""root_cause"": {""actual_bank_amount"": ""0.00"", ""chargeback_adjustment_total"": ""35500.00"", ""chargeback_evidence_total"": ""35500.00"", ""expected_settlement"": ""0.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""35500.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""35500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV034,C014,PixelCraft Media LLP,51000.00,PAY0034,SET0034,BNK0034,46000.00,46000.00,46000.00,0.00,UNRESOLVED,AMOUNT_MISMATCH,100.0,EXACT_ID,True,The amount collected does not agree with the invoice terms.,Review the payment amount and invoice terms before reconciliation.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV034"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0034""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0034"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0034""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0034"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0034""]}], ""root_cause"": {""actual_bank_amount"": ""46000.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""46000.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""51000.00"", ""invoice_payment_difference"": ""5000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""46000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV035,C015,PrimeLeaf Consumer Products Pvt Ltd,451000.00,PAY0035|PAY0036,SET0035|SET0036,BNK0035|BNK0036,902000.00,902000.00,902000.00,0.00,EXPLAINED_EXCEPTION,DUPLICATE_PAYMENT,100.0,EXACT_ID,True,Multiple full-value payments were received against the same invoice within a short time window.,Review the duplicate receipt and determine whether a refund or customer credit is required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 2}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV035"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0035"", ""PAY0036""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0035"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0035""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0036"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0036""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0035"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0035""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0036"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0036""]}], ""root_cause"": {""actual_bank_amount"": ""902000.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""902000.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""451000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""902000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV036,C016,CloudArc Solutions Pvt Ltd,314000.00,PAY0037,SET0037,BNK0037,314000.00,314000.00,314000.00,0.00,RECONCILED,CLEAN,100.0,EXACT_ID,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV036"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0037""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0037"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0037""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0037"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0037""]}], ""root_cause"": {""actual_bank_amount"": ""314000.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""314000.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""314000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""314000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV037,C017,MetroMart Retail LLP,346500.00,PAY0038,SET0038,BNK0038,346500.00,346500.00,346500.00,0.00,RECONCILED,CLEAN,100.0,FUZZY,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""amount_score"": 100.0, ""candidate_count"": 1, ""confidence_band"": ""AUTO_MATCH"", ""customer_score"": 100.0, ""date_distance_days"": 5, ""date_score"": 100.0, ""decision_reason"": ""High confidence with sufficient separation from competing candidates."", ""margin"": null, ""reference_score"": 100.0, ""second_best_score"": null}, ""method"": ""FUZZY"", ""requires_review"": false, ""source_id"": ""INV037"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0038""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""amount_score"": 100.0, ""candidate_count"": 1, ""confidence_band"": ""AUTO_MATCH"", ""date_distance_days"": 2, ""date_score"": 100.0, ""decision_reason"": ""High confidence with sufficient separation from competing candidates."", ""margin"": null, ""reference_score"": 100.0, ""second_best_score"": null}, ""method"": ""FUZZY"", ""requires_review"": false, ""source_id"": ""PAY0038"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0038""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""amount_score"": 100.0, ""candidate_count"": 1, ""confidence_band"": ""AUTO_MATCH"", ""date_distance_days"": 0, ""date_score"": 100.0, ""decision_reason"": ""High confidence with sufficient separation from competing candidates."", ""margin"": null, ""reference_score"": 100.0, ""second_best_score"": null}, ""method"": ""FUZZY"", ""requires_review"": false, ""source_id"": ""SET0038"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0038""]}], ""root_cause"": {""actual_bank_amount"": ""346500.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""346500.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""346500.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""346500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV038,C018,NorthStar Components Pvt Ltd,114500.00,PAY0039,SET0039,BNK0039,114500.00,114500.00,114500.00,0.00,RECONCILED,CLEAN,98.5,FUZZY,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 98.5, ""evidence"": {""amount_score"": 100.0, ""candidate_count"": 1, ""confidence_band"": ""AUTO_MATCH"", ""customer_score"": 100.0, ""date_distance_days"": 10, ""date_score"": 85.0, ""decision_reason"": ""High confidence with sufficient separation from competing candidates."", ""margin"": null, ""reference_score"": 100.0, ""second_best_score"": null}, ""method"": ""FUZZY"", ""requires_review"": false, ""source_id"": ""INV038"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0039""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""amount_score"": 100.0, ""candidate_count"": 1, ""confidence_band"": ""AUTO_MATCH"", ""date_distance_days"": 2, ""date_score"": 100.0, ""decision_reason"": ""High confidence with sufficient separation from competing candidates."", ""margin"": null, ""reference_score"": 100.0, ""second_best_score"": null}, ""method"": ""FUZZY"", ""requires_review"": false, ""source_id"": ""PAY0039"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0039""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""amount_score"": 100.0, ""candidate_count"": 1, ""confidence_band"": ""AUTO_MATCH"", ""date_distance_days"": 0, ""date_score"": 100.0, ""decision_reason"": ""High confidence with sufficient separation from competing candidates."", ""margin"": null, ""reference_score"": 100.0, ""second_best_score"": null}, ""method"": ""FUZZY"", ""requires_review"": false, ""source_id"": ""SET0039"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0039""]}], ""root_cause"": {""actual_bank_amount"": ""114500.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""114500.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""114500.00"", ""match_confidence"": 98.5, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""114500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV039,C019,SwiftRoute Services Pvt Ltd,145500.00,PAY0040,SET0040,BNK0040,109125.00,109125.00,109125.00,0.00,EXPLAINED_EXCEPTION,PARTIAL_PAYMENT,100.0,EXACT_ID,False,The invoice permits installments and only part of the receivable has been collected.,Keep the remaining balance open and include it in receivables and cash-flow forecasting.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV039"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0040""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0040"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0040""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0040"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0040""]}], ""root_cause"": {""actual_bank_amount"": ""109125.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""109125.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""145500.00"", ""invoice_payment_difference"": ""36375.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""109125.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV040,C020,Zenith Business Solutions LLP,171500.00,PAY0041,SET0041,BNK0041,171500.00,171500.00,171500.00,0.00,RECONCILED,CLEAN,96.0,FUZZY,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 96.0, ""evidence"": {""amount_score"": 100.0, ""candidate_count"": 1, ""confidence_band"": ""AUTO_MATCH"", ""customer_score"": 100.0, ""date_distance_days"": 35, ""date_score"": 60.0, ""decision_reason"": ""High confidence with sufficient separation from competing candidates."", ""margin"": null, ""reference_score"": 100.0, ""second_best_score"": null}, ""method"": ""FUZZY"", ""requires_review"": false, ""source_id"": ""INV040"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0041""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""amount_score"": 100.0, ""candidate_count"": 1, ""confidence_band"": ""AUTO_MATCH"", ""date_distance_days"": 2, ""date_score"": 100.0, ""decision_reason"": ""High confidence with sufficient separation from competing candidates."", ""margin"": null, ""reference_score"": 100.0, ""second_best_score"": null}, ""method"": ""FUZZY"", ""requires_review"": false, ""source_id"": ""PAY0041"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0041""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""amount_score"": 100.0, ""candidate_count"": 1, ""confidence_band"": ""AUTO_MATCH"", ""date_distance_days"": 0, ""date_score"": 100.0, ""decision_reason"": ""High confidence with sufficient separation from competing candidates."", ""margin"": null, ""reference_score"": 100.0, ""second_best_score"": null}, ""method"": ""FUZZY"", ""requires_review"": false, ""source_id"": ""SET0041"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0041""]}], ""root_cause"": {""actual_bank_amount"": ""171500.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""171500.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""171500.00"", ""match_confidence"": 96.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""171500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV041,C001,Alpha Retail Pvt Ltd,244500.00,PAY0042,SET0042,BNK0042,244500.00,0.00,0.00,0.00,EXPLAINED_EXCEPTION,CHARGEBACK,100.0,EXACT_ID,False,The settlement reduction is explained by an accepted customer chargeback.,Record the dispute impact and exclude the charged-back amount from expected receivables.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV041"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0042""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0042"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0042""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0042"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0042""]}], ""root_cause"": {""actual_bank_amount"": ""0.00"", ""chargeback_adjustment_total"": ""244500.00"", ""chargeback_evidence_total"": ""244500.00"", ""expected_settlement"": ""0.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""244500.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""244500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV042,C002,Nova Technologies Pvt Ltd,119000.00,PAY0043,SET0043,BNK0043,71400.00,71400.00,71400.00,0.00,EXPLAINED_EXCEPTION,PARTIAL_PAYMENT,100.0,EXACT_ID,False,The invoice permits installments and only part of the receivable has been collected.,Keep the remaining balance open and include it in receivables and cash-flow forecasting.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV042"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0043""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0043"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0043""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0043"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0043""]}], ""root_cause"": {""actual_bank_amount"": ""71400.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""71400.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""119000.00"", ""invoice_payment_difference"": ""47600.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""71400.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
